channel,electrode,x,y,stim,stim_unit,pad_id
825,14639,2082.5,1155.0,False,,795.0
829,13759,2082.5,1085.0,True,18,796.0
841,13978,2065.0,1102.5,False,,796.0
910,16179,2082.5,1277.5,False,,793.0
919,25193,1977.5,1995.0,False,,798.0
923,25854,1995.0,2047.5,False,,797.0
927,16178,2065.0,1277.5,False,,793.0
931,24974,1995.0,1977.5,False,,798.0
945,13758,2065.0,1085.0,False,,796.0
949,14638,2065.0,1155.0,False,,795.0
958,15959,2082.5,1260.0,False,,793.0
989,13979,2082.5,1102.5,False,,796.0
1006,25194,1995.0,1995.0,False,,798.0
1010,14419,2082.5,1137.5,False,,795.0
1014,26074,1995.0,2065.0,False,,797.0
