channel,electrode,x,y,stim,stim_unit,pad_id
0,15239,1032.5,1207.5,False,,1455.0
28,14359,1032.5,1137.5,False,,1456.0
602,15899,1032.5,1260.0,False,,1454.0
648,13919,1032.5,1102.5,False,,1457.0
682,15459,1032.5,1225.0,True,13,1455.0
698,16779,1032.5,1330.0,False,,1453.0
710,15240,1050.0,1207.5,False,,1455.0
726,14579,1032.5,1155.0,False,,1456.0
758,16119,1032.5,1277.5,False,,1454.0
768,13700,1050.0,1085.0,False,,1457.0
856,13699,1032.5,1085.0,False,,1457.0
