channel,electrode,x,y,stim,stim_unit,pad_id
24,11234,245.0,892.5,False,,1197.0
28,11461,367.5,910.0,False,,1199.0
32,11457,297.5,910.0,False,,1198.0
42,11021,367.5,875.0,True,7,1199.0
48,11237,297.5,892.5,False,,1198.0
52,11233,227.5,892.5,False,,1197.0
54,11240,350.0,892.5,False,,1199.0
56,11241,367.5,892.5,False,,1199.0
76,11458,315.0,910.0,False,,1198.0
102,11248,490.0,892.5,False,,1201.0
176,11465,437.5,910.0,False,,1200.0
188,11014,245.0,875.0,False,,1197.0
248,11028,490.0,875.0,False,,1201.0
252,11467,472.5,910.0,False,,1201.0
272,11247,472.5,892.5,False,,1201.0
