channel,electrode,x,y,stim,stim_unit,pad_id
128,3524,70.0,280.0,False,,1120.0
144,4404,70.0,350.0,False,,1123.0
152,4403,52.5,350.0,False,,1123.0
216,3523,52.5,280.0,False,,1120.0
220,3527,122.5,280.0,False,,1121.0
224,3531,192.5,280.0,False,,1122.0
244,4184,70.0,332.5,False,,1123.0
260,3747,122.5,297.5,False,,1121.0
272,3090,175.0,245.0,False,,1119.0
276,2870,175.0,227.5,False,,1119.0
284,2871,192.5,227.5,False,,1119.0
380,3528,140.0,280.0,True,4,1121.0
460,3091,192.5,245.0,False,,1119.0
468,3530,175.0,280.0,False,,1122.0
508,4183,52.5,332.5,False,,1123.0
512,3748,140.0,297.5,False,,1121.0
524,3310,175.0,262.5,False,,1119.0
