channel,electrode,x,y,stim,stim_unit,pad_id
266,24435,262.5,1942.5,False,,1337.0
270,24439,332.5,1942.5,False,,1340.0
294,25096,280.0,1995.0,False,,1336.0
302,24216,280.0,1925.0,False,,1337.0
310,24437,297.5,1942.5,False,,1337.0
314,24879,332.5,1977.5,False,,1339.0
342,25759,332.5,2047.5,False,,1338.0
378,24217,297.5,1925.0,False,,1337.0
418,24219,332.5,1925.0,False,,1340.0
422,25758,315.0,2047.5,True,11,1338.0
430,24436,280.0,1942.5,False,,1337.0
442,25095,262.5,1995.0,False,,1336.0
554,24876,280.0,1977.5,False,,1336.0
566,24438,315.0,1942.5,False,,1340.0
