channel,electrode,x,y,stim,stim_unit,pad_id
49,12473,2677.5,980.0,False,,137.0
677,12472,2660.0,980.0,False,,137.0
713,4768,2590.0,367.5,True,19,130.0
797,1687,2572.5,122.5,False,,134.0
803,12252,2660.0,962.5,False,,137.0
821,2563,2502.5,192.5,False,,116.0
835,11587,2572.5,910.0,False,,121.0
837,4767,2572.5,367.5,False,,130.0
873,1688,2590.0,122.5,False,,134.0
885,1907,2572.5,140.0,False,,134.0
989,1908,2590.0,140.0,False,,134.0
1017,11588,2590.0,910.0,False,,121.0
