channel,electrode,x,y,stim,stim_unit,pad_id
37,6594,3745.0,507.5,False,,325.0
97,6367,3622.5,490.0,False,,327.0
101,6363,3552.5,490.0,False,,328.0
105,6371,3692.5,490.0,False,,326.0
145,6583,3552.5,507.5,False,,328.0
149,6581,3517.5,507.5,False,,329.0
169,6364,3570.0,490.0,False,,328.0
177,6360,3500.0,490.0,False,,329.0
185,6587,3622.5,507.5,True,23,327.0
189,6579,3482.5,507.5,False,,329.0
193,6373,3727.5,490.0,False,,325.0
197,6584,3570.0,507.5,False,,328.0
201,6588,3640.0,507.5,False,,327.0
237,6590,3675.0,507.5,False,,326.0
277,6586,3605.0,507.5,False,,327.0
281,6591,3692.5,507.5,False,,326.0
317,6580,3500.0,507.5,False,,329.0
321,6593,3727.5,507.5,False,,325.0
325,6370,3675.0,490.0,False,,326.0
333,6374,3745.0,490.0,False,,325.0
