channel,electrode,x,y,stim,stim_unit,pad_id
7,14913,3027.5,1172.5,False,,407.0
21,14699,3132.5,1155.0,False,,409.0
29,14700,3150.0,1155.0,False,,409.0
33,14696,3080.0,1155.0,False,,408.0
37,12493,3027.5,980.0,False,,406.0
39,12276,3080.0,962.5,False,,405.0
49,12496,3080.0,980.0,False,,405.0
61,12277,3097.5,962.5,False,,405.0
65,14919,3132.5,1172.5,False,,409.0
79,14920,3150.0,1172.5,False,,409.0
99,14697,3097.5,1155.0,False,,408.0
107,14693,3027.5,1155.0,False,,407.0
111,14916,3080.0,1172.5,False,,408.0
609,14692,3010.0,1155.0,False,,407.0
647,14912,3010.0,1172.5,True,29,407.0
653,12492,3010.0,980.0,False,,406.0
665,12273,3027.5,962.5,False,,406.0
723,12272,3010.0,962.5,False,,406.0
