channel,electrode,x,y,stim,stim_unit,pad_id
14,8584,70.0,682.5,False,,1161.0
116,8808,140.0,700.0,False,,1162.0
120,8588,140.0,682.5,False,,1162.0
124,7728,490.0,612.5,False,,1159.0
128,8587,122.5,682.5,False,,1162.0
152,7725,437.5,612.5,False,,1158.0
164,7947,472.5,630.0,False,,1159.0
172,8367,122.5,665.0,False,,1162.0
204,7944,420.0,630.0,False,,1158.0
208,7948,490.0,630.0,False,,1159.0
216,8583,52.5,682.5,False,,1161.0
252,7724,420.0,612.5,False,,1158.0
432,7731,542.5,612.5,True,3,1160.0
448,7727,472.5,612.5,False,,1159.0
732,7945,437.5,630.0,False,,1158.0
