channel,electrode,x,y,stim,stim_unit,pad_id
776,10877,1697.5,857.5,False,,851.0
884,11538,1715.0,910.0,False,,850.0
896,11537,1697.5,910.0,True,16,850.0
901,12418,1715.0,980.0,False,,849.0
918,12198,1715.0,962.5,False,,849.0
924,9998,1715.0,787.5,False,,852.0
932,12197,1697.5,962.5,False,,849.0
940,13077,1697.5,1032.5,False,,848.0
952,9997,1697.5,787.5,False,,852.0
957,13078,1715.0,1032.5,False,,848.0
972,10878,1715.0,857.5,False,,851.0
993,10657,1697.5,840.0,False,,851.0
1001,12417,1697.5,980.0,False,,849.0
