channel,electrode,x,y,stim,stim_unit,pad_id
218,22026,455.0,1750.0,False,,1353.0
382,21585,437.5,1715.0,False,,1354.0
386,24444,420.0,1942.5,False,,1350.0
390,21365,437.5,1697.5,False,,1354.0
394,22906,455.0,1820.0,False,,1352.0
398,22245,437.5,1767.5,False,,1353.0
426,22685,437.5,1802.5,True,11,1352.0
430,23125,437.5,1837.5,False,,1352.0
434,23565,437.5,1872.5,False,,1351.0
438,22904,420.0,1820.0,False,,1352.0
442,22024,420.0,1750.0,False,,1353.0
462,24225,437.5,1925.0,False,,1350.0
518,23564,420.0,1872.5,False,,1351.0
594,21145,437.5,1680.0,False,,1354.0
598,22025,437.5,1750.0,False,,1353.0
602,22905,437.5,1820.0,False,,1352.0
606,23566,455.0,1872.5,False,,1351.0
630,21364,420.0,1697.5,False,,1354.0
