channel,electrode,x,y,stim,stim_unit,pad_id
133,1091,3692.5,70.0,False,,297.0
141,1087,3622.5,70.0,False,,295.0
145,1748,3640.0,122.5,False,,294.0
157,1967,3622.5,140.0,False,,294.0
309,1971,3692.5,140.0,True,22,296.0
321,1750,3675.0,122.5,False,,296.0
325,1308,3640.0,87.5,False,,295.0
333,1093,3727.5,70.0,False,,298.0
413,1307,3622.5,87.5,False,,295.0
441,1311,3692.5,87.5,False,,297.0
457,1747,3622.5,122.5,False,,294.0
473,1751,3692.5,122.5,False,,296.0
481,1090,3675.0,70.0,False,,297.0
485,1313,3727.5,87.5,False,,298.0
545,1092,3710.0,70.0,False,,298.0
561,1970,3675.0,140.0,False,,296.0
569,1968,3640.0,140.0,False,,294.0
573,1088,3640.0,70.0,False,,295.0
