channel,electrode,x,y,stim,stim_unit,pad_id
11,17374,3745.0,1365.0,False,,455.0
15,17597,3797.5,1382.5,False,,456.0
23,17593,3727.5,1382.5,False,,455.0
31,18447,3272.5,1452.5,False,,457.0
35,18227,3272.5,1435.0,True,24,457.0
39,18450,3325.0,1452.5,False,,458.0
43,18454,3395.0,1452.5,False,,459.0
87,18446,3255.0,1452.5,False,,457.0
111,17373,3727.5,1365.0,False,,455.0
115,17594,3745.0,1382.5,False,,455.0
119,17598,3815.0,1382.5,False,,456.0
143,17377,3797.5,1365.0,False,,456.0
575,18233,3377.5,1435.0,False,,459.0
603,18229,3307.5,1435.0,False,,458.0
619,18234,3395.0,1435.0,False,,459.0
623,18449,3307.5,1452.5,False,,458.0
631,18453,3377.5,1452.5,False,,459.0
735,18226,3255.0,1435.0,False,,457.0
763,18230,3325.0,1435.0,False,,458.0
