channel,electrode,x,y,stim,stim_unit,pad_id
535,25247,2922.5,1995.0,False,,613.0
547,25466,2905.0,2012.5,False,,613.0
595,23706,2905.0,1872.5,False,,615.0
599,22826,2905.0,1802.5,False,,616.0
603,24586,2905.0,1942.5,False,,614.0
647,25026,2905.0,1977.5,False,,613.0
667,23926,2905.0,1890.0,True,29,615.0
671,23486,2905.0,1855.0,False,,615.0
679,23707,2922.5,1872.5,False,,615.0
699,23046,2905.0,1820.0,False,,616.0
707,22166,2905.0,1750.0,False,,617.0
723,22386,2905.0,1767.5,False,,617.0
727,23266,2905.0,1837.5,False,,616.0
731,24367,2922.5,1925.0,False,,614.0
815,22167,2922.5,1750.0,False,,617.0
823,24366,2905.0,1925.0,False,,614.0
831,25246,2905.0,1995.0,False,,613.0
