channel,electrode,x,y,stim,stim_unit,pad_id
1,16694,3395.0,1312.5,False,,438.0
27,16480,3500.0,1295.0,False,,440.0
35,16476,3430.0,1295.0,False,,439.0
39,16699,3482.5,1312.5,False,,440.0
43,16703,3552.5,1312.5,False,,441.0
47,16707,3622.5,1312.5,False,,442.0
79,16697,3447.5,1312.5,False,,439.0
83,16701,3517.5,1312.5,True,25,440.0
87,16483,3552.5,1295.0,False,,441.0
91,16706,3605.0,1312.5,False,,442.0
127,16487,3622.5,1295.0,False,,442.0
207,16477,3447.5,1295.0,False,,439.0
211,16704,3570.0,1312.5,False,,441.0
215,16700,3500.0,1312.5,False,,440.0
531,16696,3430.0,1312.5,False,,439.0
535,16473,3377.5,1295.0,False,,438.0
603,16693,3377.5,1312.5,False,,438.0
