channel,electrode,x,y,stim,stim_unit,pad_id
835,16849,2257.5,1330.0,False,,758.0
847,17068,2240.0,1347.5,False,,758.0
851,16188,2240.0,1277.5,False,,759.0
899,17728,2240.0,1400.0,False,,757.0
903,18608,2240.0,1470.0,False,,756.0
935,17509,2257.5,1382.5,False,,757.0
943,16848,2240.0,1330.0,False,,758.0
947,18388,2240.0,1452.5,False,,756.0
951,19268,2240.0,1522.5,False,,755.0
955,17508,2240.0,1382.5,True,31,757.0
958,15968,2240.0,1260.0,False,,759.0
963,19049,2257.5,1505.0,False,,755.0
971,19048,2240.0,1505.0,False,,755.0
