channel,electrode,x,y,stim,stim_unit,pad_id
108,5064,70.0,402.5,False,,1127.0
124,4853,227.5,385.0,False,,1130.0
156,4854,245.0,385.0,False,,1130.0
164,4850,175.0,385.0,False,,1129.0
404,4843,52.5,385.0,False,,1127.0
444,5075,262.5,402.5,False,,1130.0
460,5071,192.5,402.5,False,,1129.0
476,4848,140.0,385.0,True,4,1128.0
488,5067,122.5,402.5,False,,1128.0
504,4844,70.0,385.0,False,,1127.0
516,4847,122.5,385.0,False,,1128.0
520,5070,175.0,402.5,False,,1129.0
532,4851,192.5,385.0,False,,1129.0
544,4194,245.0,332.5,False,,1126.0
548,5074,245.0,402.5,False,,1130.0
