channel,electrode,x,y,stim,stim_unit,pad_id
21,10074,3045.0,787.5,False,,215.0
105,10295,3062.5,805.0,False,,215.0
233,8535,3062.5,665.0,False,,217.0
417,5023,3202.5,385.0,False,,244.0
577,4802,3185.0,367.5,False,,244.0
613,8755,3062.5,682.5,False,,217.0
621,5022,3185.0,385.0,False,,244.0
733,4803,3202.5,367.5,False,,244.0
745,10294,3045.0,805.0,False,,215.0
749,8534,3045.0,665.0,False,,217.0
757,10075,3062.5,787.5,False,,215.0
853,9359,2082.5,735.0,False,,22.0
915,11559,2082.5,910.0,True,31,19.0
921,9358,2065.0,735.0,False,,22.0
933,9139,2082.5,717.5,False,,22.0
