channel,electrode,x,y,stim,stim_unit,pad_id
117,5933,3727.5,455.0,False,,319.0
157,5266,3605.0,402.5,False,,316.0
165,5043,3552.5,385.0,False,,317.0
169,5718,3815.0,437.5,True,23,318.0
173,5710,3675.0,437.5,False,,320.0
177,5714,3745.0,437.5,False,,319.0
181,5937,3797.5,455.0,False,,318.0
189,5931,3692.5,455.0,False,,320.0
241,5264,3570.0,402.5,False,,317.0
257,5930,3675.0,455.0,False,,320.0
305,5934,3745.0,455.0,False,,319.0
309,5711,3692.5,437.5,False,,320.0
337,5713,3727.5,437.5,False,,319.0
345,5717,3797.5,437.5,False,,318.0
417,5046,3605.0,385.0,False,,316.0
433,5263,3552.5,402.5,False,,317.0
445,5044,3570.0,385.0,False,,317.0
449,5267,3622.5,402.5,False,,316.0
473,5047,3622.5,385.0,False,,316.0
