channel,electrode,x,y,stim,stim_unit,pad_id
642,16133,1277.5,1277.5,False,,1505.0
650,18993,1277.5,1505.0,False,,1501.0
698,19873,1277.5,1575.0,False,,1500.0
706,18994,1295.0,1505.0,False,,1501.0
710,18333,1277.5,1452.5,False,,1502.0
714,17453,1277.5,1382.5,False,,1503.0
754,19874,1295.0,1575.0,False,,1500.0
758,19213,1277.5,1522.5,False,,1501.0
800,15914,1295.0,1260.0,False,,1505.0
838,17454,1295.0,1382.5,False,,1503.0
874,17673,1277.5,1400.0,False,,1503.0
878,18334,1295.0,1452.5,True,14,1502.0
