channel,electrode,x,y,stim,stim_unit,pad_id
72,6390,175.0,507.5,False,,1140.0
80,6394,245.0,507.5,False,,1141.0
84,6171,192.5,490.0,False,,1140.0
160,6178,315.0,490.0,False,,1142.0
192,6387,122.5,507.5,False,,1139.0
196,6391,192.5,507.5,True,6,1140.0
200,6164,70.0,490.0,False,,1138.0
204,6177,297.5,490.0,False,,1142.0
212,6614,245.0,525.0,False,,1141.0
224,6611,192.5,525.0,False,,1140.0
312,6604,70.0,525.0,False,,1138.0
328,6168,140.0,490.0,False,,1139.0
332,6170,175.0,490.0,False,,1140.0
520,6397,297.5,507.5,False,,1142.0
