channel,electrode,x,y,stim,stim_unit,pad_id
642,20772,1610.0,1645.0,False,,1567.0
810,19012,1610.0,1505.0,False,,1569.0
826,19893,1627.5,1575.0,False,,1568.0
858,22092,1610.0,1750.0,False,,1565.0
862,19232,1610.0,1522.5,False,,1569.0
874,19013,1627.5,1505.0,False,,1569.0
910,21432,1610.0,1697.5,False,,1566.0
918,22093,1627.5,1750.0,False,,1565.0
959,20553,1627.5,1627.5,True,31,1567.0
966,19673,1627.5,1557.5,False,,1568.0
970,22312,1610.0,1767.5,False,,1565.0
978,19892,1610.0,1575.0,False,,1568.0
1010,21433,1627.5,1697.5,False,,1566.0
