channel,electrode,x,y,stim,stim_unit,pad_id
621,10056,2730.0,787.5,False,,157.0
681,9402,2835.0,735.0,False,,175.0
685,10057,2747.5,787.5,False,,157.0
701,10277,2747.5,805.0,False,,157.0
709,7838,2415.0,612.5,False,,92.0
725,9401,2817.5,735.0,False,,175.0
737,9182,2835.0,717.5,False,,175.0
825,9377,2397.5,735.0,False,,90.0
857,4093,2327.5,315.0,False,,80.0
869,9378,2415.0,735.0,False,,90.0
885,3873,2327.5,297.5,True,18,80.0
896,4092,2310.0,315.0,False,,80.0
937,7837,2397.5,612.5,False,,92.0
949,7618,2415.0,595.0,False,,92.0
1005,4094,2345.0,315.0,False,,80.0
