channel,electrode,x,y,stim,stim_unit,pad_id
1,15580,3150.0,1225.0,False,,422.0
5,15576,3080.0,1225.0,False,,421.0
7,15579,3132.5,1225.0,False,,422.0
13,14730,3675.0,1155.0,False,,418.0
27,15797,3097.5,1242.5,False,,421.0
37,14731,3692.5,1155.0,False,,418.0
39,14950,3675.0,1172.5,False,,418.0
43,14954,3745.0,1172.5,False,,419.0
47,14958,3815.0,1172.5,True,24,420.0
49,14953,3727.5,1172.5,False,,419.0
57,14957,3797.5,1172.5,False,,420.0
93,14951,3692.5,1172.5,False,,418.0
107,15800,3150.0,1242.5,False,,422.0
123,14738,3815.0,1155.0,False,,420.0
127,14733,3727.5,1155.0,False,,419.0
201,15799,3132.5,1242.5,False,,422.0
215,14737,3797.5,1155.0,False,,420.0
255,14734,3745.0,1155.0,False,,419.0
