channel,electrode,x,y,stim,stim_unit,pad_id
154,22902,385.0,1820.0,False,,1347.0
258,22681,367.5,1802.5,False,,1347.0
386,24225,437.5,1925.0,False,,1350.0
434,23565,437.5,1872.5,False,,1351.0
462,24444,420.0,1942.5,False,,1350.0
474,24885,437.5,1977.5,True,10,1349.0
514,25105,437.5,1995.0,False,,1349.0
518,23564,420.0,1872.5,False,,1351.0
574,22901,367.5,1820.0,False,,1347.0
586,22682,385.0,1802.5,False,,1347.0
602,25104,420.0,1995.0,False,,1349.0
606,23566,455.0,1872.5,False,,1351.0
766,25764,420.0,2047.5,False,,1348.0
