channel,electrode,x,y,stim,stim_unit,pad_id
553,4131,2992.5,315.0,True,20,210.0
581,1939,3132.5,140.0,False,,237.0
609,1719,3132.5,122.5,False,,237.0
613,1718,3115.0,122.5,False,,237.0
657,1938,3115.0,140.0,False,,237.0
709,4130,2975.0,315.0,False,,210.0
745,3911,2992.5,297.5,False,,210.0
765,3910,2975.0,297.5,False,,210.0
861,3199,2082.5,245.0,False,,30.0
896,5399,2082.5,420.0,False,,27.0
908,5618,2065.0,437.5,False,,27.0
913,3198,2065.0,245.0,False,,30.0
928,6939,2082.5,542.5,False,,25.0
945,3419,2082.5,262.5,False,,30.0
961,6938,2065.0,542.5,False,,25.0
964,5619,2082.5,437.5,False,,27.0
1001,7158,2065.0,560.0,False,,25.0
