channel,electrode,x,y,stim,stim_unit,pad_id
647,19282,2485.0,1522.5,False,,704.0
787,19063,2502.5,1505.0,False,,704.0
795,19943,2502.5,1575.0,False,,703.0
803,18402,2485.0,1452.5,False,,705.0
807,17522,2485.0,1382.5,False,,706.0
835,16863,2502.5,1330.0,False,,707.0
843,17743,2502.5,1400.0,False,,706.0
847,17082,2485.0,1347.5,False,,707.0
859,17742,2485.0,1400.0,False,,706.0
863,16862,2485.0,1330.0,False,,707.0
895,17523,2502.5,1382.5,False,,706.0
943,19942,2485.0,1575.0,False,,703.0
991,19062,2485.0,1505.0,False,,704.0
1019,18403,2502.5,1452.5,True,31,705.0
