channel,electrode,x,y,stim,stim_unit,pad_id
128,3527,122.5,280.0,False,,1121.0
144,4404,70.0,350.0,False,,1123.0
148,4411,192.5,350.0,False,,1125.0
152,4403,52.5,350.0,True,5,1123.0
224,3531,192.5,280.0,False,,1122.0
244,4184,70.0,332.5,False,,1123.0
248,4407,122.5,350.0,False,,1124.0
260,3747,122.5,297.5,False,,1121.0
284,4191,192.5,332.5,False,,1125.0
380,3528,140.0,280.0,False,,1121.0
464,4410,175.0,350.0,False,,1125.0
468,3530,175.0,280.0,False,,1122.0
492,4187,122.5,332.5,False,,1124.0
508,4183,52.5,332.5,False,,1123.0
512,3748,140.0,297.5,False,,1121.0
528,4190,175.0,332.5,False,,1125.0
