,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,386,19850,875.0,1575.0,False,,1421.0,703
1,558,18970,875.0,1505.0,False,,1422.0,703
2,594,17650,875.0,1400.0,False,,1424.0,703
3,598,18311,892.5,1452.5,True,12.0,1423.0,703
4,630,17431,892.5,1382.5,False,,1424.0,703
5,638,16770,875.0,1330.0,False,,1425.0,703
6,702,19851,892.5,1575.0,False,,1421.0,703
7,706,18971,892.5,1505.0,False,,1422.0,703
8,710,18310,875.0,1452.5,False,,1423.0,703
9,714,17430,875.0,1382.5,False,,1424.0,703
10,754,16771,892.5,1330.0,False,,1425.0,703
11,758,19190,875.0,1522.5,False,,1422.0,703
