,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,619,23922,2835.0,1890.0,False,,630.0,0
1,623,23702,2835.0,1872.5,False,,630.0,0
2,627,22822,2835.0,1802.5,False,,631.0,0
3,631,22161,2817.5,1750.0,False,,632.0,0
4,635,23921,2817.5,1890.0,False,,630.0,0
5,639,23041,2817.5,1820.0,False,,631.0,0
6,643,23701,2817.5,1872.5,False,,630.0,0
7,647,21722,2835.0,1715.0,False,,633.0,0
8,675,21501,2817.5,1697.5,False,,633.0,0
9,679,22381,2817.5,1767.5,False,,632.0,0
10,683,23042,2835.0,1820.0,True,29.0,631.0,0
11,691,24361,2817.5,1925.0,False,,629.0,0
12,699,23262,2835.0,1837.5,False,,631.0,0
13,703,21502,2835.0,1697.5,False,,633.0,0
14,707,22382,2835.0,1767.5,False,,632.0,0
15,723,21281,2817.5,1680.0,False,,633.0,0
16,771,22821,2817.5,1802.5,False,,631.0,0
17,815,24362,2835.0,1925.0,False,,629.0,0
18,851,24581,2817.5,1942.5,False,,629.0,0
19,863,21282,2835.0,1680.0,False,,633.0,0
20,895,22162,2835.0,1750.0,False,,632.0,0
