,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,622,20748,1190.0,1645.0,True,12.0,1482.0,703
1,642,21409,1207.5,1697.5,False,,1481.0,703
2,678,18989,1207.5,1505.0,False,,1484.0,703
3,686,20528,1190.0,1627.5,False,,1482.0,703
4,690,19208,1190.0,1522.5,False,,1484.0,703
5,694,22068,1190.0,1750.0,False,,1480.0,703
6,742,18988,1190.0,1505.0,False,,1484.0,703
7,806,22288,1190.0,1767.5,False,,1480.0,703
8,810,19649,1207.5,1557.5,False,,1483.0,703
9,858,22069,1207.5,1750.0,False,,1480.0,703
10,866,21408,1190.0,1697.5,False,,1481.0,703
11,978,20529,1207.5,1627.5,False,,1482.0,703
12,1018,21189,1207.5,1680.0,False,,1481.0,703
