,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,580,940,1050.0,70.0,False,,1000.0,351
1,628,1819,1032.5,140.0,False,,999.0,351
2,676,4020,1050.0,315.0,False,,996.0,351
3,680,3140,1050.0,245.0,False,,997.0,351
4,684,2479,1032.5,192.5,True,1.0,998.0,351
5,688,1599,1032.5,122.5,False,,999.0,351
6,720,3799,1032.5,297.5,False,,996.0,351
7,760,2480,1050.0,192.5,False,,998.0,351
8,764,1600,1050.0,122.5,False,,999.0,351
9,824,3139,1032.5,245.0,False,,997.0,351
10,828,4019,1032.5,315.0,False,,996.0,351
