,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,1,16717,3797.5,1312.5,False,,445.0,343
1,5,16713,3727.5,1312.5,False,,444.0,343
2,11,17563,3202.5,1382.5,False,,446.0,343
3,21,16490,3675.0,1295.0,False,,443.0,343
4,37,16711,3692.5,1312.5,False,,443.0,343
5,47,16707,3622.5,1312.5,False,,442.0,343
6,67,17562,3185.0,1382.5,False,,446.0,343
7,87,16714,3745.0,1312.5,False,,444.0,343
8,91,16706,3605.0,1312.5,False,,442.0,343
9,95,16710,3675.0,1312.5,False,,443.0,343
10,123,16494,3745.0,1295.0,False,,444.0,343
11,159,16497,3797.5,1295.0,False,,445.0,343
12,163,16493,3727.5,1295.0,True,26.0,444.0,343
13,191,17343,3202.5,1365.0,False,,446.0,343
14,231,16718,3815.0,1312.5,False,,445.0,343
15,245,16487,3622.5,1295.0,False,,442.0,343
