,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,522,24250,875.0,1925.0,False,,1415.0,703
1,526,25130,875.0,1995.0,False,,1414.0,703
2,538,24911,892.5,1977.5,False,,1414.0,703
3,542,22051,892.5,1750.0,False,,1418.0,703
4,626,23591,892.5,1872.5,True,12.0,1416.0,703
5,650,22710,875.0,1802.5,False,,1417.0,703
6,654,24470,875.0,1942.5,False,,1415.0,703
7,658,23590,875.0,1872.5,False,,1416.0,703
8,738,24910,875.0,1977.5,False,,1414.0,703
9,742,24251,892.5,1925.0,False,,1415.0,703
10,750,22711,892.5,1802.5,False,,1417.0,703
11,762,22930,875.0,1820.0,False,,1417.0,703
12,766,22050,875.0,1750.0,False,,1418.0,703
13,810,25131,892.5,1995.0,False,,1414.0,703
