,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,4,11011,192.5,875.0,False,,1196.0,560
1,24,11234,245.0,892.5,True,7.0,1197.0,560
2,28,11461,367.5,910.0,False,,1199.0,560
3,32,11457,297.5,910.0,False,,1198.0,560
4,36,11447,122.5,910.0,False,,1195.0,560
5,42,11021,367.5,875.0,False,,1199.0,560
6,48,11237,297.5,892.5,False,,1198.0,560
7,52,11233,227.5,892.5,False,,1197.0,560
8,54,11240,350.0,892.5,False,,1199.0,560
9,56,11241,367.5,892.5,False,,1199.0,560
10,72,11450,175.0,910.0,False,,1196.0,560
11,76,11458,315.0,910.0,False,,1198.0,560
12,90,11228,140.0,892.5,False,,1195.0,560
13,188,11014,245.0,875.0,False,,1197.0,560
14,192,11231,192.5,892.5,False,,1196.0,560
15,200,11227,122.5,892.5,False,,1195.0,560
16,244,11007,122.5,875.0,False,,1195.0,560
17,248,11230,175.0,892.5,False,,1196.0,560
