,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,193,6998,3115.0,542.5,False,,230.0,703
1,245,7219,3132.5,560.0,True,23.0,230.0,703
2,453,3490,3325.0,262.5,False,,262.0,703
3,529,3269,3307.5,245.0,False,,262.0,703
4,557,7218,3115.0,560.0,False,,230.0,703
5,585,3489,3307.5,262.5,False,,262.0,703
6,709,6999,3132.5,542.5,False,,230.0,703
7,729,3270,3325.0,245.0,False,,262.0,703
8,877,7814,1995.0,612.5,False,,7.0,703
9,901,8474,1995.0,665.0,False,,6.0,703
10,933,7813,1977.5,612.5,False,,7.0,703
11,937,10013,1977.5,787.5,False,,4.0,703
12,945,8473,1977.5,665.0,False,,6.0,703
13,965,10014,1995.0,787.5,False,,4.0,703
