,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,0,15239,1032.5,1207.5,False,,1455.0,351
1,62,14359,1032.5,1137.5,False,,1456.0,351
2,614,25803,1102.5,2047.5,False,,1458.0,351
3,648,13919,1032.5,1102.5,False,,1457.0,351
4,650,25804,1120.0,2047.5,False,,1458.0,351
5,654,24924,1120.0,1977.5,False,,1459.0,351
6,666,25143,1102.5,1995.0,False,,1459.0,351
7,726,14579,1032.5,1155.0,False,,1456.0,351
8,758,15459,1032.5,1225.0,False,,1455.0,351
9,762,26024,1120.0,2065.0,False,,1458.0,351
10,766,25144,1120.0,1995.0,False,,1459.0,351
11,768,13700,1050.0,1085.0,True,1.0,1457.0,351
12,856,13699,1032.5,1085.0,False,,1457.0,351
13,864,15240,1050.0,1207.5,False,,1455.0,351
