,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,10,11248,490.0,892.5,False,,1201.0,538
1,14,11251,542.5,892.5,False,,1202.0,538
2,16,11031,542.5,875.0,False,,1202.0,538
3,28,11461,367.5,910.0,False,,1199.0,538
4,32,11457,297.5,910.0,False,,1198.0,538
5,42,11021,367.5,875.0,False,,1199.0,538
6,48,11237,297.5,892.5,False,,1198.0,538
7,54,11240,350.0,892.5,False,,1199.0,538
8,56,11241,367.5,892.5,False,,1199.0,538
9,76,11458,315.0,910.0,False,,1198.0,538
10,176,11465,437.5,910.0,True,6.0,1200.0,538
11,248,11028,490.0,875.0,False,,1201.0,538
12,252,11467,472.5,910.0,False,,1201.0,538
13,272,11247,472.5,892.5,False,,1201.0,538
