,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,21,15336,2730.0,1207.5,False,,658.0,1023
1,43,15997,2747.5,1260.0,False,,657.0,1023
2,57,14457,2747.5,1137.5,False,,659.0,1023
3,665,14017,2747.5,1102.5,False,,660.0,1023
4,697,14676,2730.0,1155.0,False,,659.0,1023
5,701,15337,2747.5,1207.5,False,,658.0,1023
6,705,13796,2730.0,1085.0,False,,660.0,1023
7,731,16216,2730.0,1277.5,False,,657.0,1023
8,735,16877,2747.5,1330.0,False,,656.0,1023
9,775,17097,2747.5,1347.5,False,,656.0,1023
10,779,16217,2747.5,1277.5,False,,657.0,1023
11,815,14016,2730.0,1102.5,False,,660.0,1023
12,819,16876,2730.0,1330.0,False,,656.0,1023
13,851,13797,2747.5,1085.0,False,,660.0,1023
14,863,14677,2747.5,1155.0,False,,659.0,1023
15,895,15557,2747.5,1225.0,True,31.0,658.0,1023
