,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,7,14913,3027.5,1172.5,False,,407.0,0
1,33,14696,3080.0,1155.0,False,,408.0,0
2,37,12493,3027.5,980.0,False,,406.0,0
3,39,12276,3080.0,962.5,False,,405.0,0
4,43,12280,3150.0,962.5,False,,404.0,0
5,49,12496,3080.0,980.0,False,,405.0,0
6,61,12277,3097.5,962.5,False,,405.0,0
7,65,12273,3027.5,962.5,False,,406.0,0
8,99,14697,3097.5,1155.0,False,,408.0,0
9,107,14693,3027.5,1155.0,False,,407.0,0
10,111,14916,3080.0,1172.5,False,,408.0,0
11,245,12279,3132.5,962.5,False,,404.0,0
12,609,14692,3010.0,1155.0,False,,407.0,0
13,647,14912,3010.0,1172.5,False,,407.0,0
14,653,12492,3010.0,980.0,False,,406.0,0
15,723,12272,3010.0,962.5,True,29.0,406.0,0
16,731,12499,3132.5,980.0,False,,404.0,0
