,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,678,13713,1277.5,1085.0,False,,1508.0,695
1,710,25158,1365.0,1995.0,False,,1510.0,695
2,714,24278,1365.0,1925.0,False,,1511.0,695
3,718,26038,1365.0,2065.0,False,,1509.0,695
4,726,14593,1277.5,1155.0,False,,1507.0,695
5,816,14594,1295.0,1155.0,False,,1507.0,695
6,834,25818,1365.0,2047.5,True,14.0,1509.0,695
7,838,24279,1382.5,1925.0,False,,1511.0,695
8,842,24938,1365.0,1977.5,False,,1510.0,695
9,848,13714,1295.0,1085.0,False,,1508.0,695
10,994,24498,1365.0,1942.5,False,,1511.0,695
11,1002,25159,1382.5,1995.0,False,,1510.0,695
