,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,825,14639,2082.5,1155.0,True,18.0,795.0,767
1,829,13759,2082.5,1085.0,False,,796.0,767
2,831,13978,2065.0,1102.5,False,,796.0,767
3,910,16179,2082.5,1277.5,False,,793.0,767
4,915,16838,2065.0,1330.0,False,,792.0,767
5,923,25854,1995.0,2047.5,False,,797.0,767
6,927,16178,2065.0,1277.5,False,,793.0,767
7,943,16839,2082.5,1330.0,False,,792.0,767
8,945,13758,2065.0,1085.0,False,,796.0,767
9,958,15959,2082.5,1260.0,False,,793.0,767
10,989,13979,2082.5,1102.5,False,,796.0,767
11,1006,14638,2065.0,1155.0,False,,795.0,767
12,1010,14419,2082.5,1137.5,False,,795.0,767
13,1014,26074,1995.0,2065.0,False,,797.0,767
