,channel,electrode,x,y,stim,stim_unit,pad_id,stim_unit_offset
0,98,19834,595.0,1575.0,False,,1377.0,703
1,114,20495,612.5,1627.5,False,,1376.0,703
2,182,19615,612.5,1557.5,False,,1377.0,703
3,430,24899,682.5,1977.5,False,,1379.0,703
4,438,25998,665.0,2065.0,True,11.0,1378.0,703
5,442,25118,665.0,1995.0,False,,1379.0,703
6,446,24238,665.0,1925.0,False,,1380.0,703
7,566,19835,612.5,1575.0,False,,1377.0,703
8,594,24458,665.0,1942.5,False,,1380.0,703
9,598,24898,665.0,1977.5,False,,1379.0,703
10,602,25778,665.0,2047.5,False,,1378.0,703
11,726,24239,682.5,1925.0,False,,1380.0,703
12,746,20494,595.0,1627.5,False,,1376.0,703
